VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA5J,King,Kenmore,WA,98028,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,322726435,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701
SADHD2S19L,Kitsap,Poulsbo,WA,98370,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,23,260213180,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
7SAXCAE55R,Snohomish,Bothell,WA,98012,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,271754220,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
1N4AZ0CP3F,Kitsap,Bremerton,WA,98337,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,217392822,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081200
1C4RJYC67P,Kitsap,Poulsbo,WA,98370,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,244065384,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
1FADP5CU2E,Kitsap,Port Orchard,WA,98366,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26,133720191,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092400
WA1LAAGE6M,Kitsap,Kingston,WA,98346,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,23,259785725,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB7K,Snohomish,Brier,WA,98036,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,335654420,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914
5YJ3E1EA5L,Yakima,Yakima,WA,98902,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,14,102765120,POINT (-120.52041 46.59751),PACIFICORP,53077000301
WBY1Z2C56G,Kitsap,Kingston,WA,98346,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,23,332418320,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJSA1E28H,King,Renton,WA,98055,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,11,180479736,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025806
WBY83FB05R,Yakima,Selah,WA,98942,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,272956862,POINT (-120.53145 46.65405),PACIFICORP,53077003100
5YJ3E1EA5P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260749422,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
3FA6P0SUXF,Kitsap,Bremerton,WA,98310,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,125942064,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102
WVWKR7AU3K,Snohomish,Bothell,WA,98012,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,1,254675942,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052010
KNDPZDDH7S,Thurston,Olympia,WA,98506,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,273557070,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJYGDEE6L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,110262253,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010700
5YJSA1E12H,Snohomish,Bothell,WA,98021,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,252444237,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1C4RJYE65P,Kitsap,Kingston,WA,98346,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,235193374,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
1C4JJXR6XM,Snohomish,Bothell,WA,98021,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,1,153748122,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
KL8CL6S00E,Thurston,Olympia,WA,98501,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,35,126388811,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011720
3FA6P0PU5H,Kitsap,Port Orchard,WA,98366,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,26,183227348,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092300
KNDCC3LG5L,King,Seattle,WA,98116,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,34,137075529,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
5YJ3E1EB2J,King,Medina,WA,98039,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,474578331,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
5YJ3E1EB0L,Kitsap,Port Orchard,WA,98367,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,26,2145734,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092802
WBY8P4C51K,King,Seattle,WA,98144,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,37,268257412,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010102
7SAYGDEE8R,Kitsap,Bremerton,WA,98312,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,265080231,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035092102
1N4AZ1CP3J,Thurston,Olympia,WA,98501,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,474204888,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010400
5YJSA1E50N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,194860704,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935
1N4BZ0CPXG,King,Seattle,WA,98117,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,257926210,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001701
WMWXP3C0XM,Kitsap,Kingston,WA,98346,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,23,132545906,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNDCC3LG5L,Kitsap,Bremerton,WA,98312,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,35,151001350,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091301
JTDKARFP8H,Thurston,Olympia,WA,98502,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,145167109,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
KNDCE3LG6L,King,Seattle,WA,98117,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,36,118226377,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
1N4BZ0CP4G,King,Seattle,WA,98116,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34,103894626,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
1N4AZ1CP2J,Thurston,Lacey,WA,98516,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,278400020,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EA0R,Snohomish,Bothell,WA,98021,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,271129981,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
55SWF4HB0G,Yakima,Wapato,WA,98951,2016,MERCEDES-BENZ,C-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,11,0,15,255084833,POINT (-120.42083 46.44779),PACIFICORP,53077940007
3C3CFFGE8K,King,Seattle,WA,98103,2019,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,43,120500964,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005401
5YJ3E1EB8J,King,Auburn,WA,98092,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,31,472298963,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031101
1G1FX6S0XH,Kitsap,Bremerton,WA,98312,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,35,257244060,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035080900
YV4BR0CK5M,Kitsap,Bremerton,WA,98311,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23,166338357,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
1FADP5CU8G,Thurston,Olympia,WA,98512,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35,124114602,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000
3FA6P0PU8H,Thurston,Lacey,WA,98516,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,122177646,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
KNDCE3LG2K,Thurston,Olympia,WA,98501,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,35,123106126,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011721
5YJ3E1EB0K,King,Redmond,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,48,477134871,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
KMHC75LJ2L,Kitsap,Bremerton,WA,98311,2020,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170,0,23,270084895,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091900
5UXTA6C02N,King,Seattle,WA,98116,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,34,272732533,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
5LMTJ5DZ4R,Kitsap,Port Orchard,WA,98366,2024,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,0,26,269169001,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092300
WMWXP3C0XM,King,Seattle,WA,98105,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,46,269844466,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
5YJYGDEE6L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,2,132329228,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012331
WBY1Z4C55F,King,Seattle,WA,98144,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,37,218998433,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009000
KNDJP3AE5H,Thurston,Olympia,WA,98502,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,22,347980013,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
5YJSA1E23H,Island,Freeland,WA,98249,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,10,111403764,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971800
1C4JJXP64N,Thurston,Lacey,WA,98513,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,205873762,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
KNDC3DLCXN,Yakima,Yakima,WA,98908,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,219969144,POINT (-120.60199 46.59817),PACIFICORP,53077000904
5YJSA1E22H,King,Seattle,WA,98115,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,183920845,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100
KNDCC3LG9K,Kitsap,Bainbridge Island,WA,98110,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,104898006,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
JTMABABA1R,Thurston,Lacey,WA,98513,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,266032987,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011622
1N4BZ0CP7H,King,Seattle,WA,98118,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,37,204557188,POINT (-122.2668 47.55115),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200
5YJ3E1EB9L,Kitsap,Bremerton,WA,98312,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,35,4619590,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091400
1FADP3R41F,Kitsap,Port Orchard,WA,98367,2015,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,26,176394767,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092101
5YJSA1E2XH,Kitsap,Bremerton,WA,98312,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,35,215935933,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091301
1C4JJXP6XN,Kitsap,Port Orchard,WA,98367,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,26,208846333,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092102
JM3KKEHA7R,Yakima,Yakima,WA,98908,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,14,240837481,POINT (-120.60199 46.59817),PACIFICORP,53077002804
7SAYGDEE1R,Thurston,Olympia,WA,98502,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261644134,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
JTMEB3FV7S,Thurston,Lacey,WA,98513,2025,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,275755000,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011622
KNDCC3LGXK,Thurston,Lacey,WA,98503,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,109103879,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011421
YV4EH3HM1R,Island,Oak Harbor,WA,98277,2024,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,267444019,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970700
5YJ3E1EB6J,King,Seattle,WA,98115,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,171975485,POINT (-122.31676 47.68156),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004000
5UXKT0C32H,Thurston,Olympia,WA,98501,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,35,120957910,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011722
1FADP5CU5G,Thurston,Olympia,WA,98512,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35,211698609,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000
5YJSA1E25M,Yakima,Tieton,WA,98947,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,139893757,POINT (-120.75541 46.70257),PACIFICORP,53077002900
WBY7Z2C58J,King,Seattle,WA,98118,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,37,268577865,POINT (-122.2668 47.55115),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
1G1RB6E45D,Yakima,Yakima,WA,98908,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,187212679,POINT (-120.60199 46.59817),PACIFICORP,53077000904
WBY7Z8C59J,Snohomish,Bothell,WA,98012,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,1,315961418,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922
5YJ3E1EA2J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,110159087,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1N4BZ0CP6H,Skagit,Burlington,WA,98233,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,40,294930947,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951700
1N4AZ1CP0J,Yakima,Naches,WA,98937,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,14,350416720,POINT (-120.69972 46.7309),PACIFICORP,53077003002
5YJ3E1EB2J,Kitsap,Poulsbo,WA,98370,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,216657591,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
1G1FZ6S02L,Skagit,Anacortes,WA,98221,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,40,144679391,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940700
YV4BR0CL5M,Yakima,Selah,WA,98942,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,15,262707882,POINT (-120.53145 46.65405),PACIFICORP,53077003400
JTDKARFP3H,Spokane,Spokane,WA,99205,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,3,133851644,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,53063001900
1C4JJXR63N,Snohomish,Everett,WA,98208,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,44,252744369,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041701
WA1LABGE0K,Snohomish,Snohomish,WA,98296,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,44,233766606,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121
5YJXCBE26L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,1,259473357,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
1N4AZ0CP7F,Thurston,Olympia,WA,98501,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,124885428,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010300
5YJXCBE46G,Thurston,Olympia,WA,98501,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,22,231863061,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067011721
5YJXCBE22H,Snohomish,Mountlake Terrace,WA,98043,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,235798391,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,53061051200
WBY1Z8C55H,Snohomish,Everett,WA,98208,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,44,128528018,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052120
5YJ3E1EB8J,King,Vashon,WA,98070,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,131380042,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
5YJ3E1EB8K,Snohomish,Snohomish,WA,98296,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,312449406,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
1N4BZ1CP8K,Snohomish,Bothell,WA,98012,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,1,101350637,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
7SAYGDEF1P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,249875104,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
JTDKN3DP4D,Thurston,Lacey,WA,98503,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,22,130053157,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011410
5YJSA1E26L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,21,110084306,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042005
5UXTS1C06M,King,Vashon,WA,98070,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,34,135331066,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
1C4JJXP62P,Skagit,Anacortes,WA,98221,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,40,237995215,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940201
JTMAB3FV5R,Island,Langley,WA,98260,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,10,261053999,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1G1FY6S08K,Thurston,Lacey,WA,98516,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,286453072,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EB0L,Chelan,Wenatchee,WA,98801,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,12,112842614,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961304
